Fighter,Current ELO
Luiz Garagorri,1015
Julia Avila,1015
Bethe Correia,1015
Nick Hein,1015
Jesus Pinedo,1015
Katsunori Kikuno,1015
Chris Cariaso,1015
Erin Blanchfield,1015
Valentina Shevchenko,1015
Matthew Riddle,1015
Darren Till,1015
Nicco Montano,1015
Marion Reneau,1015
Caludio Puelles,1015
Jenel Lausa,1015
Francisco Figueiredo,1015
Robert Peralta,1015
Chico Camus,1015
Benito Lopez,1015
Carlo Pedersoli,1015
Darren Uyenoyama,1015
Syuri Kondo,1015
Francimar Barroso,1015
Kyler Phillips,1015
Danny Castillo,1015
Jon Tuck,1015
Marcelo Guimaraes,1015
Andrea Lee,1015
 Jun Yong Park,1015
Jarred Brooks,1015
Laureano Staropoli,1015
Mackenzie Dern,1015
John Makdessi,1015
David Dvorak,1015
Justine Kish,1015
Sean Woodson,1015
Tracy Cortez,1015
Randy Brown,1015
Poliana Botelho,1015
Oskar Piechota,1015
Nico Musoke,1015
Kiichi Kunimoto,1015
Aleksei Kunchenko,1015
Thomas Almeida,1015
Dooho Choi,1015
Ketlen Vieira,1015
Aiemann Zahabi,1015
Dennis Hallman,1015
Deron Winn,1015
Tanner Boser,1015
Joselyne Edwards,1015
Milana Dudieva,1015
Said Nurmagomedov,1015
Danny Chavez,1015
Tucker Lutz,1015
Jordan Espinosa,1015
Kai Kara-France,1015
Jessica-Rose Clark,1015
Rani Yahya,1015
Askar Askarov,1014
Anthony Johnson,1014
Song Kenan,1014
Tagir Ulanbekov,1014
Yan Cabral,1014
Luana Carolina,1014
Zak Ottow,1014
Gavin Tucker,1014
Brok Weaver,1014
Ivan Jorge,1014
Marina Rodriguez,1014
Grant Dawson,1014
Javier Vazquez,1014
Omar Antonio Morales Ferrer,1014
Sirwan Kakai,1014
Sergio Pettis,1014
Francisco Trevino,1014
Kanako Murata,1014
Danilo Marques,1013
Luana Pinheiro,1013
Adam Wieczorek,1013
Jamie Moyle,1013
Mana Martinez,1013
Yan Xiaonan,1012
Eddie Alvarez,992
Rocco Martin,991
Gilbert Melendez,989
Marlon Moraes,989
Roman Bogatov,989
Kevin Holland,988
Trevor Smith,988
Jordan Rinaldi,988
Bill Algeo,988
Davi Ramos,988
KJ Noons,988
Arman Tsarukyan,988
Thiago Silva,988
Lorenz Larkin,988
Pat Healy,988
Manel Kape,988
Anthony Pettis,988
Pedro Munhoz,988
Vince Morales,987
Shanna Young,987
Kyle Daukaus,987
Blagoy Ivanov,987
Liudvik Sholinian,987
Andy Enz,987
Yana Kunitskaya,987
Austin Hubbard,987
John Castaneda,987
Elizeu Dos Santos,987
Jay Hieron,987
Salim Touahri,987
Belal Muhammad,987
Joaquin Buckley,986
Gabe Green,986
David Zawada,986
Hector Lombard,986
Geane Herrera,986
Charles Rosa,986
Chance Rencountre,986
Alexander Yakovlev,986
Zu Anyanwu,986
Mickael Lebout,986
Tim Gorman,986
Steve Garcia,986
Thiago Moises,986
Brock Jardine,986
Tom Gallicchio,986
Gabriel Silva,986
Jared Gooden,986
Niklas Stolze,986
Lando Vannata,986
Oliver Enkamp,986
Kai Kara France,986
Stefan Sekulic,986
Tom Watson,986
Kurt Holobaugh,986
Ignacio Bahamondes,986
Jonavin Webb,986
Antonio McKee,986
Rafael Alves,986
Shane Young,986
Leandro Silva,985
Yusuke Kasuya,985
Danielle Taylor,985
Bobby Nash,985
Ashkan Mokhtarian,985
Danny Mitchell,985
Caros Fodor,985
Matt Bessette,985
Joao Zeferino,985
Danny Martinez,985
Yao Zhikui,985
Paul Redmond,985
Brendan O'Reilly,985
Josh Copeland,985
Elvis Mutapcic,985
Valmir Lazaro,985
Anthony Njokuani,985
Rob Whiteford,985
Damien Brown,985
Tateki Matsuda,985
Mike de la Torre,985
Maximo Blanco,985
JC Cottrell,985
Karlos Vemola,985
Jocelyn Jones-Lybarger,985
Dongi Yang,985
Dominic Waters,985
Scott Askham,985
Justin Jones,985
Luiz Dutra,985
Cindy Dandois,985
Cristina Stanciu,985
Rafael Natal,985
Ian McCall,985
Vagner Rocha,985
Albert Tumenov,985
Mizuto Hirota,985
Jamall Emmers,985
Montel Jackson,985
Matt Frevola,985
Leon Edwards,985
Derrick,985
Alex Munoz,985
Vanessa Demopoulos,985
Santiago Ponzinibbio,985
Sarah Frota,985
Jin Soo Son,985
Journey Newson,985
Jason Young,985
Irwin Rivera,985
Jeff Hughes,985
Charles Jourdain,985
Tonya Evinger,985
Ariane Lipski,985
Fares Ziam,985
Kyle Prepolec,985
Matt Serra,985
Rafa Garcia,985
Greg Soto,985
Lina Lansberg,985
Thiago Alves,985
Ashley Yoder,985
Jessica Eye,985
Grigorii Popov,985
Zhalgas Zhumagulov,985
Jeff Curran,985
Don'tale Mayes,985
Tito Ortiz,985
Anderson Dos Santos,985
Thomas Gifford,985
Hector Aldana,985
John Alessio,985
Joel Alvarez,985
Raulian Paiva,985
Martin Day,985
Alexander Munoz,985
Taila Santos,985
Markus Perez,985
Megan Anderson,985
Sabina Mazo,985
Jason Knight,985
Tyson Nam,985
John Allan,985
Jarjis Danho,985
Jared Papazian,985
Peter Barrett,985
Stephanie Egger,985
Vanessa Melo,985
Tim Elliott,985
Rick Glenn,985
Danny Downes,985
Julija Stoliarenko,984
Tim Hague,984
Rosi Sexton,984
Michael Kuiper,984
Vernon Ramos,984
Lara Procopio,984
Andreas Stahl,984
Emily Peters Kagan,984
Fernando Bruno,984
Greg Hardy,984
Caio Magalhaes,984
Eliot Marshall,984
Nazareno Malegarie,984
Pat Barry,984
Khalid Taha,984
TJ Grant,984
Eddie Wineland,984
Peggy Morgan,984
Mateusz Gamrot,984
Akbarh Arreola,984
Edwin Figueroa,984
Tyson Griffin,984
Ericka Almeida,984
Maxim Grishin,984
Marcin Wrzosek,984
Bruno Korea,984
Tae Hyun Bang,984
Marlon Vera,984
Abner Lloveras,984
Felipe Colares,984
Shayilan Nuerdanbieke,984
Jamie Pickett,984
Jordan Griffin,984
Chuck O'Neil,984
Ryan McGillivray,984
Enrique Marin,984
Randa Markos,984
Antonio Banuelos,984
Dwight Grant,984
Cory Hendricks,984
Aori Qileng,984
Mike Brown,984
Josh Clopton,984
Danaa Batgerel,984
Marcin Tybura,984
Julie Kedzie,984
Donny Walker,984
Cesar Arzamendia,984
Walt Harris,984
Horacio Gutierrez,984
Ilir Latifi,984
Todd Brown,984
Yuri Villefort,984
Gustavo Lopez,984
Mike Ricci,984
Demian Maia,984
Elizabeth Phillips,984
Roger Gracie,984
Dan Ige,984
Dileno Lopes,984
David Mitchell,984
Roberto Sanchez,984
Nick Osipczak,984
Sam Stout,984
Tyler Toner,984
Mostapha Al-Turk,984
Paul Daley,984
Humberto Brown,984
Yoshiyuki Yoshida,984
Hannah Goldy,984
Juan Puig,984
Joe Brammer,984
Dan Lauzon,984
Keith Jardine,984
Antonio Arroyo,984
Mike Rhodes,984
James Hammortree,984
Alexis Dufresne,984
Steve Steinbeiss,984
Rodney Wallace,984
Andy Ogle,984
Nam Phan,984
William Patolino,984
Cody Gibson,984
Lauren Murphy,984
Rodolfo Rubio,984
Jumabieke Tuerxun,984
Sai Wang,984
Chris Indich,984
Daniel Spohn,984
Tina Lahdemaki,984
Jamie Mullarkey,984
Hernani Perpetuo,984
Douglas Silva de Andrade,984
Jason High,984
Jianping Yang,984
Rob Emerson,984
Mark Bocek,984
Ronys Torres,984
Anthony Lapsley,984
Paulo Thiago,984
Cody Brundage,984
Amir Sadollah,984
Roxanne Modafferi,984
Bruno Santos,984
Shamil Abdurakhimov,984
Albert Cheng,984
Alex Torres,984
Khalil Rountree Jr.,984
Dan Miller,984
Justin Edwards,984
Leonardo Morales,984
Gilbert Yvel,984
Alan Omer,984
Lewis Gonzalez,984
Joe Merritt,984
Yosdenis Cedeno,984
Vicente Luque,984
Cole Escovedo,984
Mark Holst,984
Ryan Benoit,984
Mark Scanlon,984
Cheyanne Buys,984
Uriah Hall,984
Vaughan Lee,984
Diana Belbita,984
Sako Chivitchian,984
Jordan Williams,984
Johnny Munoz,984
Chase Sherman,984
Rafaello Oliveira,984
Wellington Turman,984
Alessio Di Chirico,984
JJ Aldrich,984
Junior Hernandez,984
Dustin Jacoby,984
Darren Stewart,984
Seth Baczynski,984
Izabela Badurek,984
Rocky Lee,984
Rampage Jackson,984
Nolan Ticman,984
David Michaud,984
Kevin Lee,984
Brady Hiestand,984
Dave Galera,984
Vik Grujic,984
Costas Philippou,984
Austin Lingo,984
Julio Paulino,984
Lukasz Sajewski,984
Joshua Culibao,984
Artem Lobov,984
Norifumi Yamamoto,984
Kyle Bochniak,984
Rostem Akman,984
Alen Amedovski,984
Reuben Duran,984
Colin Fletcher,984
Peter Sobotta,984
Michihiro Omigawa,984
Riki Fukuda,984
Angela Magana,984
Eddie Yagin,984
Garreth McLellan,984
Carls John De Tomas,984
Chas Skelly,984
Jon Manley,984
Bernardo Magalhaes,984
Diego Sanchez,984
Godofredo Pepey,984
Steve Cantwell,984
Khadis Ibragimov,984
Juliana Lima,984
Jodie Esquibel,984
Raphael Pessoa Nunes,984
John Teixeira,984
Zhalgas Zhamagulov,984
Leslie Smith,984
Luci Pudilova,984
Terrion Ware,984
Chris Tickle,984
James Mulheron,984
Ray Borg,984
Klidson Abreu,984
Neil Seery,984
Dennis Siver,984
Kwan Ho Kwak,984
Ode Obsourne,984
Elizeu Zaleski dos Santos,984
Anthony Rocco Martin,984
Seungwoo Choi,984
Gilbert Smith,984
Collin Hart,984
Daniel Teymur,984
Jimmy Wallhead,984
Chris Spang,984
Ben Saunders,984
Sergio Moraes,984
Viktor Pesta,984
Alessandro Ricci,984
BJ Penn,984
Stephen Bass,984
Jose Quinonez,984
Gian Villante,984
Carlton Minus,984
Ali AlQaisi,984
Jessica Aguilar,984
Felipe Arantes,984
Eric Shelton,984
Alex Gorgees,984
Melinda Fabian,984
Joe Giannetti,984
Seohee Ham,984
Jay Cucciniello,984
Allan Zuniga,984
Tyler Diamond,984
Michael Johnson,984
Henry Martinez,984
Manuel Rodriguez,984
Vitor Miranda,984
Brendan Loughnane,984
Devin Powell,984
Joby Sanchez,984
Bradley Scott,984
Ben Sosoli,984
James Moontasri,984
Dan Hardy,984
Bec Rawlings,984
Josh Grispi,984
Anton Kuivanen,984
Eric Schafer,984
Olivier Aubin-Mercier,984
Keith Berish,984
Derrick Krantz,984
Sam Alvey,983
Andre Soukhamthath,983
