Fighter,Current ELO
Spencer Fisher,983
Paul Bradley,983
Milton Vieira,983
Barb Honchak,983
Forrest Petz,983
Estevan Payan,983
Tom DeBlass,983
Jennifer Maia,983
Johnny Eduardo,983
Teemu Packalen,983
Jorge de Oliveira,983
Dustin Stoltzfus,983
Damian Stasiak,983
Kyung Ho Kang,983
Mike Rodriguez,983
Merab Dvalishvili,983
Rong Zhu,983
Roldan Sangcha-an,983
Brandon Davis,983
Domingo Pilarte,983
Steve Lopez,983
Goran Reljic,983
Antonio Carvalho,983
Daniel Spitz,983
Ji Yeon Kim,983
Marc-Andre Barriault,983
Wendell Oliveira,983
Marcin Held,983
Motonobu Tezuka,983
Chanmi Jeon,983
Isabela De Pauda,983
Pawel Pawlak,983
Matt Sayles,983
Ryan MacDonald,983
Nina Ansaroff,983
Lucie Pudilova,983
Philip Rowe,983
Cortney Casey,983
Roger Hollett,983
Guilherme Vasconcelos,983
Matt Lucas,983
Virna Jandiroba,983
Chris Avila,983
Paul Taylor,983
Kazula Vargas,983
Maki Pitolo,983
Carlos Felipe,983
Maciej Jewtuszko,983
Vince Cachero,983
Irene Aldana,983
Steven Peterson,983
Aaron Phillips,983
Drew Dober,983
Rafael Feijao,983
Leonardo Augusto Leleco,983
Jesse Ronson,983
Jorge Lopez,983
Daniel Sarafian,983
Wu Yanan,983
Ali Qaisi,983
Josh Parisian,983
Konstantin Erokhin,983
Zelim Imadaev,983
Gasan Umalatov,983
Joe Gigliotti,983
Jonathan Martinez,983
Willamy Freire,983
Curt Warburton,983
Dakota Bush,983
Loopy Godinez,982
Wuliji Buren,982
Bobby Voelker,982
Rin Nakai,982
Nicolae Negumereanu,982
Jai Herbert,982
Miranda Maverick,982
Mandy Bohm,982
Gloria de Paula,982
Philipe Lins,982
Manvel Gamburyan,981
Sung Bin Jo,981
Nasrat Haqparast,981
Michel Prazeres,981
Jalin Turner,981
Joe Soto,980
Craig White,980
Darrell Horcher,980
Nohelin Hernandez,980
Luigi Vendramini,979
Cole Williams,979
Mike Davis,979
Marcin Prachnio,978
Damir Hadzovic,978
Dan Moret,978
Nina Nunes,978
Kris Moutinho,978
Charlie Ontiveros,977
Sabah Homasi,977
Mads Burnell,977
Matthew Lopez,977
Chris Barnett,977
Chad Griggs,977
Wagner Prado,977
Preston Parsons,977
Alex Reyes,977
Carlos Huachin,976
Sergei Pavlovich,976
Mario Bautista,976
Azamat Gashimov,976
Mehdi Baghdad,976
Jorge Santiago,976
Ion Cutelaba,976
Clay Collard,976
Michael McBride,976
Bojan Mihajlovic,976
Jason Miller,976
Nick Penner,976
Max Holloway,976
Jamey Simmons,976
Kamal Shalorus,976
Kyle Nelson,976
Max Griffin,976
Albert Morales,976
Eduardo Garagorri,975
Vitor Belfort,975
Damian Grabowski,975
Hector Sandoval,975
Jussier Formiga,975
Mats Nilsson,975
Naoyuki Kotani,975
Shane del Rosario,975
Roman Salazar,975
Darrick Minner,975
Gaetano Pirrello,975
Darrell Montague,975
Kenny Robertson,975
Priscila Cachoeira,975
Matt Schnell,975
Augusto Mendes,975
Adam Yandiev,975
Lucas Martins,975
Alex Oliveira,975
Willie Gates,975
KB Bhullar,975
Liliya Shakirova,975
Joshua Burkman,975
Luke Rockhold,975
Ruan Potts,975
Chris Gutierrez,974
Joey Gomez,974
Luke Zachrich,974
Guto Inocente,974
Curtis Blaydes,974
Shane Campbell,974
Mike Breeden,974
Ray Rodriguez,974
Jason Novelli,974
Yasuhiro Urushitani,974
Saparbeg Safarov,974
Sam Hughes,974
David Branch,974
Jonathan Meunier,974
Yancy Medeiros,974
Yves Jabouin,974
Anthony Christodoulou,974
Yoshihiro Akiyama,974
Alex Soto,974
Alex Nicholson,974
Joachim Christensen,974
Pearl Gonzalez,974
Chris Tuchscherer,974
Rafael Fiziev,974
Chris Fishgold,974
Muslim Salikhov,974
Jared Cannonier,974
Tabatha Ricci,974
Yaotzin Meza,974
Juancamilo Ronderos,974
Cub Swanson,974
Mark Striegl,974
Shayna Baszler,974
Sheymon Moraes,974
Eric Spicely,974
Molly McCann,974
Patrick Cummins,974
Talita Bernardo,974
Tony Gravely,974
Jesse Strader,974
Mitch Gagnon,974
CM Punk,974
Joey Gambino,974
Alan Baudot,974
Dustin Hazelett,973
Brian Houston,973
Quinn Mulhern,973
Wanderlei Silva,973
Phil Baroni,973
Chael Sonnen,973
Amilcar Alves,973
James Head,973
Jesse Bongfeldt,973
Thiago Santos,973
Marco Polo Reyes,973
Mark Godbeer,973
Hakeem Dawodu,973
Norma Dumont,973
Steve Bosse,973
Allen Crowder,973
Gina Mazany,973
Magnus Cedenblad,973
Brad Pickett,973
Christos Giagos,973
Harry Hunsucker,973
Oluwale Bamgbose,973
Rob Wilkinson,973
Brian Camozzi,973
Frankie Perez,973
Rhys McKee,973
Takenori Sato,973
Luan Chagas,973
Jeremy Kimball,973
Martin Sano,973
Sultan Aliev,973
Bevon Lewis,973
Raphael Pessoa,973
Matt Dwyer,972
Chris Dempsey,972
Ryan Couture,972
James Te Huna,972
Bruno Silva,972
Phil Harris,972
Roman Kopylov,972
Jared Vanderaa,972
Austin Springer,972
Antonio Silva,972
Anna Elmose,972
Sean O'Connell,972
Tim Williams,972
TJ O'Brien,972
Dominique Steele,972
Nick Roehrick,972
Karo Parisyan,972
Su Mudaerji,972
Cameron Else,972
Iliarde Santos,972
Yoshinori Horie,972
Fabio Cherant,972
Ron Stallings,972
Will Chope,972
Jose Maria,972
Serghei Spivac,972
Rodrigo de Lima,972
Brad Blackburn,971
Stefan Struve,971
John Phillips,971
Daniel Roberts,971
Joseph Sandoval,971
Jon Olav Einemo,971
Matt Veach,971
Dequan Townsend,971
Eric Wisely,971
Renzo Gracie,971
Pannie Kianzad,971
Jinh Yu Frey,971
Anthony Ivy,971
Kevin Ferguson,971
Emily Whitmire,971
Jonathan Goulet,971
Krzysztof Soszynski,971
Sarah Alpar,971
Louis Cosce,971
Ashlee Evans-Smith,971
Dustin Neace,971
Cody Durden,971
Jacob Kilburn,971
Vinicius Moreira,971
Jesse Forbes,971
Don'Tale Mayes,971
Lucio Linhares,971
Nate Landwehr,971
Caol Uno,971
Liz Carmouche,971
Ken Stone,971
Shannon Gugerty,971
Oli Thompson,971
Paul Buentello,971
Dan Stittgen,971
Josh Ferguson,971
Damacio Page,971
Yoislandy Izquierdo,971
Al Iaquinta,971
Delson Heleno,971
Wagner Campos,971
Rory Markham,971
Anistavio Medeiros,971
Ricardo Funch,971
Luis Ramos,971
Suman Mokhtarian,971
Chris Saunders,971
Pat Schilling,971
Raphael Assuncao,971
Alexander Gustafsson,971
Nate Quarry,971
Jason MacDonald,971
Mike Massenzio,971
Hannah Cifers,971
Anthony Hernandez,971
Aalon Cruz,971
Nikita Krylov,971
Jerome Rivera,971
Parker Porter,971
Davey Grant,971
Tom Blackledge,971
Vinicius Queiroz,971
Gabe Ruediger,971
Dhiego Lima,971
Matt Brown,971
James McSweeney,971
Roque Martinez,971
Victoria Leonardo,971
Timur Valiev,971
Miesha Tate,971
Victor Rodriguez,971
Amanda Lemos,971
Sergey Morozov,971
Malcolm Gordon,971
Orion Cosce,971
Pat Audinwood,971
TJ Dillashaw,971
Fredson Paixao,971
Elise Reed,971
Aaron Wilkinson,971
Collin Anglin,971
Jason Witt,971
Claudio Puelles,971
Vinc Pichel,971
Alex Caceres,971
Rose Namajunas,971
Seth Petruzelli,971
Marcelo Rojo,971
Chuck Liddell,971
Jesse Lennox,971
Mike Lullo,971
Jacob Malkoun,971
Jamie Yager,971
Josh Bryant,971
Jason Reinhardt,971
James Irvin,971
Anthony Smith,971
James Toney,971
Justin Tafa,971
Guido Cannetti,971
Andreas Michailidis,971
Tim Credeur,971
Kendall Grove,971
Micheal Gillmore,971
Charlie Valencia,971
Sean Soriano,971
Tomasz Drwal,971
Waylon Lowe,971
Mario Miranda,971
Gilbert Urbina,971
Kris McCray,971
Mike King,971
Duane Ludwig,971
Bristol Marunde,971
Edgar Garcia,971
Sheldon Westcott,971
Nandor Guelmino,971
Joe Riggs,971
Keith Wisniewski,971
Martin Svensson,971
Tom Lawlor,971
Frank Mir,971
Brandon Vera,971
Gabriel Gonzaga,971
Ian Entwistle,971
Rory MacDonald,971
Sheila Gaff,971
Kevin Casey,971
Marcio Alexandre Junior,971
Leandro Issa,971
Daniel Jolly,971
Patrick Cote,971
Nathan Coy,971
Jimmy Quinlan,971
Charlie Ward,971
Adam Cella,971
Besam Yousef,971
Mitch Clarke,971
Takanori Gomi,971
Christian Colombo,971
Michel Quinones,971
Anthony Hamilton,971
Hayder Hassan,971
Leo Kuntz,971
Kailin Curran,971
Cristiano Marcello,971
Jack May,971
Dashon Johnson,971
Ben Wall,971
Fabricio Camoes,971
Wagner Silva,971
Will Campuzano,971
Garett Whiteley,971
Louis Gaudinot,971
Matt Van Buren,971
Richardson Moreira,971
Josh Shockley,971
Jake Lindsey,971
Larissa Pacheco,971
Cain Carrizosa,971
Jeremy Larsen,971
Bentley Syler,971
Marcin Bandel,971
Jessica Rakoczy,971
Lisa Ellis,971
Todd Duffee,971
Leonardo Mafra,971
Mac Danzig,971
Ramsey Nijem,971
George Roop,971
Jon Delos Reyes,971
Richie Vaculik,971
Steve Montgomery,971
Dustin Pague,971
Bharat Kandare,971
Chase Gormley,971
Karine Gevorgyan,971
James Bochnovic,971
Mike Santiago,971
Shinsho Anzai,971
Richie Smullen,971
Kalindra Faria,971
Byron Bloodworth,971
Luis Henrique,971
Ariel Beck,971
Alex Chambers,971
Amanda Cooper,971
Justin Frazier,971
Michel Batista,971
Mark Hunt,971
Chris de la Rocha,971
Te Edwards,971
Dennis Bermudez,971
Austin Arnett,971
Luiz Cane,971
Aaron Simpson,971
Duda Santana,971
Mike Jackson,971
John Cofer,971
Lyoto Machida,971
Christina Marks,971
Terry Etim,971
Maia Stevenson,971
Ulysses Gomez,971
Matt Grice,971
Patrick Williams,971
Kevin Natividad,970
Roger Bowling,970
Shane Howell,970
Edward Faaloloto,970
Sean Spencer,970
Carlos Ulberg,970
Max Rohskopf,970
Danilo Belluardo,970
Thibault Gouti,970
Brandon Jenkins,970
Steve Kennedy,970
Eddie Mendez,970
Veronica Macedo,970
Alexandre Ferreira,970
Boston Salmon,970
Zarah Fairn,970
Callan Potter,970
Kyle Stewart,970
Shunichi Shimizu,970
Kajan Johnson,970
Bubba Bush,970
Mike Stumpf,970
Cody Pfister,970
Jason Gonzalez,970
Jerrod Sanders,970
Jake Collier,970
Filip Pejic,970
Matt Hobar,970
Anton Zafir,970
Papy Abedi,970
Francisco Rivera,970
Aaron Rosa,970
Marcos Mariano,970
Renee Forte,970
CJ Keith,970
Jonathan Pearce,970
Devin Clark,969
Ricky Rainey,969
Cyril Asker,969
Antonio Dos Santos,969
John Lineker,969
Chris Heatherly,969
Roger Narvaez,969
Dmitrii Smoliakov,969
Jessica Andrade,969
Cung Le,969
David Loiseau,969
Tommy Hayden,969
Magomed Ankalaev,969
TJ Brown,969
Ramiz Brahimaj,969
Zarrukh Adashev,969
Kennedy Nzechukwu,969
Alex Da Silva,969
Anthony Birchak,969
Marcus LeVesseur,969
Christian Morecraft,969
Liana Jojua,969
TJ Laramie,969
Abubakar Nurmagomedov,969
Kai Kamaka,969
Ode Osbourne,969
Junyong Park,969
Roger Zapata,969
Drako Rodriguez,969
Hu Yaozong,969
Dong Hyun Ma,969
Joe Stevenson,969
Kelly Faszholz,968
Alberto Uda,968
Ednaldo Oliveira,968
Na Liang,968
Rolando Dy,968
Felipe Olivieri,968
Randy Costa,968
Elias Garcia,968
Noad Lahat,967
JP Buys,967
Eiji Mitsuoka,967
Mark De La Rosa,967
Rashad Coulter,967
Damon Jackson,967
Ike Villanueva,966
Ariane Carnelossi,966
Cody East,966
