red fighter,red fighter initial elo,blue fighter,blue fighter initial elo,date,winner,win_type,red fighter new elo,blue fighter new elo,favorite
Thiago Santos,3392,Johnny Walker,2603,2021-10-02,Red,unanimous,3493,2704,Red
Bethe Correia,2290,Karol Rosa,1412,2021-10-02,Blue,unanimous,2390,1713,Blue
Alex Oliveira,3718,Niko Price,3016,2021-10-02,Blue,unanimous,3818,3118,Blue
Alejandro Perez,2211,Johnny Eduardo,2050,2021-10-02,Red,submission,2313,2150,Red
Stephanie Egger,1054,Shanna Young,1099,2021-10-02,Red,knockout,1461,894,Red
Devonte Smith,1662,Jamie Mullarkey,1412,2021-10-02,Blue,knockout,1471,1805,Red
Douglas Silva de Andrade,2093,Gaetano Pirrello,1100,2021-10-02,Red,knockout,2194,1199,Red
Antonina Shevchenko,1984,Casey O'Neill,1748,2021-10-02,Blue,knockout,2084,2137,Blue
Joe Solecki,2133,Jared Gordon,2211,2021-10-02,Blue,split,2156,2312,Red
Alexander Hernandez,2737,Mike Breeden,1000,2021-10-02,Red,knockout,2838,1101,Red
Misha Cirkunov,2647,Krzysztof Jotko,2606,2021-10-02,Blue,split,2747,2708,Blue
Dan Hooker,2978,Nasrat Haqparast,2356,2021-09-25,Red,unanimous,3079,2457,Red
Jonathan Pearce,1396,Omar Morales,1656,2021-09-25,Red,submission,1793,1461,Blue
Matthew Semelsberger,1732,Martin Sano,1000,2021-09-25,Red,knockout,1838,1093,Red
Cody Brundage,1000,Nick Maximov,1000,2021-09-25,Blue,unanimous,950,1252,Blue
Roxanne Modafferi,1902,Taila Santos,1736,2021-09-25,Blue,unanimous,2002,1982,Blue
Shamil Abdurakhimov,2001,Chris Daukaus,2206,2021-09-25,Blue,knockout,2102,2392,Blue
Uros Medic,1249,Jalin Turner,1556,2021-09-25,Blue,submission,1271,1657,Red
Marlon Moraes,2914,Merab Dvalishvili,1800,2021-09-25,Blue,knockout,3013,1903,Blue
Alexander Volkanovski,2581,Brian Ortega,3220,2021-09-25,Red,unanimous,2683,3320,Red
Curtis Blaydes,2769,Jairzinho Rozenstruik,3106,2021-09-25,Red,unanimous,2871,3206,Red
Nick Diaz,1554,Robbie Lawler,3212,2021-09-25,Blue,knockout,1655,3313,Blue
Valentina Shevchenko,2933,Lauren Murphy,1954,2021-09-25,Red,knockout,3034,2055,Red
Jessica Andrade,2969,Cynthia Calvillo,2176,2021-09-25,Red,knockout,3070,2277,Red
Pannie Kianzad,1655,Raquel Pennington,2181,2021-09-18,Blue,unanimous,1756,2282,Blue
Emily Whitmire,1331,Hannah Goldy,888,2021-09-18,Blue,submission,1430,1325,Red
Impa Kasanganay,1452,Carlston Harris,1598,2021-09-18,Blue,knockout,1444,1862,Blue
Erin Blanchfield,1000,Sarah Alpar,1092,2021-09-18,Red,unanimous,1290,1004,Red
Montel Jackson,2189,JP Buys,816,2021-09-18,Red,unanimous,2290,917,Red
Rong Zhu,931,Brandon Jenkins,1000,2021-09-18,Red,knockout,1356,777,Even
Joaquin Buckley,1891,Antonio Arroyo,1041,2021-09-18,Red,knockout,1992,1139,Red
Mike Rodriguez,1894,Tafon Nchukwi,1193,2021-09-18,Blue,unanimous,1994,1492,Blue
Nate Maness,1874,Tony Gravely,1781,2021-09-18,Red,knockout,2109,1748,Blue
Arman Tsarukyan,1802,Christos Giagos,1969,2021-09-18,Red,knockout,2165,2069,Red
Ariane Lipski,1764,Mandy Bohm,1000,2021-09-18,Red,unanimous,1865,1097,Red
Ion Cutelaba,2173,Devin Clark,2283,2021-09-18,Red,unanimous,2275,2383,Red
Anthony Smith,2666,Ryan Spann,2741,2021-09-18,Red,submission,2768,2841,Red
Molly McCann,1779,Ji Yeon Kim,1572,2021-09-04,Red,unanimous,1880,1673,Red
Dalcha Lungiambula,1597,Marc-Andre Barriault,1531,2021-09-04,Blue,unanimous,1579,1633,Blue
Julian Erosa,1318,Charles Jourdain,1943,2021-09-04,Red,submission,1421,2042,Blue
Jack Shore,1796,Liudvik Sholinian,1000,2021-09-04,Red,unanimous,1899,1098,Red
Tom Aspinall,2205,Serghei Spivac,2143,2021-09-04,Red,knockout,2455,2243,Red
Paddy Pimblett,1000,Luigi Vendramini,1537,2021-09-04,Red,knockout,1619,1292,Red
Alex Morono,2901,David Zawada,1476,2021-09-04,Red,unanimous,3002,1577,Red
Derek Brunson,3265,Darren Till,2652,2021-09-04,Red,submission,3366,2753,Blue
Modestas Bukauskas,1564,Khalil Rountree Jr.,1973,2021-09-04,Blue,knockout,1634,2074,Red
Alessio Di Chirico,2262,Abdul Razak Alhassan,2137,2021-08-28,Blue,knockout,2362,2239,Red
Mana Martinez,1000,Guido Cannetti,1772,2021-08-28,Red,split,1399,1872,Red
Jamall Emmers,1293,Pat Sabatini,1374,2021-08-28,Blue,submission,1255,1684,Red
JJ Aldrich,2115,Vanessa Demopoulos,1000,2021-08-28,Red,unanimous,2216,1101,Red
Dustin Jacoby,1726,Darren Stewart,2012,2021-08-28,Red,knockout,1829,2111,Red
Sam Alvey,3699,Wellington Turman,1356,2021-08-28,Blue,split,3799,1458,Blue
Makhmud Muradov,2182,Gerald Meerschaert,2983,2021-08-28,Blue,submission,2279,3084,Red
Andre Petroski,1000,Micheal Gillmore,1000,2021-08-28,Red,knockout,1372,830,Red
Kevin Lee,3047,Daniel Rodriguez,2183,2021-08-28,Blue,unanimous,3147,2285,Red
Ricky Turcios,1000,Brady Hiestand,1000,2021-08-28,Red,split,1252,950,Red
Bryan Battle,1000,Gilbert Urbina,1000,2021-08-28,Red,submission,1372,830,Red
Edson Barboza,3868,Giga Chikadze,1981,2021-08-28,Blue,knockout,3967,2084,Red
Austin Lingo,1151,Luis Saldana,1352,2021-08-21,Red,unanimous,1405,1224,Blue
Sasha Palatnikov,999,Ramiz Brahimaj,1101,2021-08-21,Blue,submission,971,1396,Blue
Roosevelt Roberts,2353,Ignacio Bahamondes,1101,2021-08-21,Blue,knockout,2452,1743,Red
William Knight,1205,Fabio Cherant,1099,2021-08-21,Red,knockout,1433,1009,Red
Bea Malecki,1645,Josiane Nunes,1000,2021-08-21,Blue,knockout,1393,1630,Red
Brian Kelleher,2868,Domingo Pilarte,946,2021-08-21,Red,unanimous,2969,1047,Red
Clay Guida,3577,Mark Madsen,1557,2021-08-21,Blue,split,3677,1859,Blue
Alexandre Pantoja,2848,Brandon Royval,2099,2021-08-21,Red,submission,2949,2195,Red
Vinc Pichel,2179,Austin Hubbard,1678,2021-08-21,Red,unanimous,2280,1779,Red
Trevin Jones,1921,Saidyokub Kakhramonov,1000,2021-08-21,Blue,submission,1662,1640,Red
Parker Porter,1150,Chase Sherman,1946,2021-08-21,Red,unanimous,1450,2046,Blue
Jared Cannonier,2398,Kelvin Gastelum,3660,2021-08-21,Red,unanimous,2500,3760,Red
Vince Morales,1359,Drako Rodriguez,959,2021-08-07,Red,unanimous,1460,1033,Even
Johnny Munoz,950,Jamey Simmons,1095,2021-08-07,Red,submission,1429,818,Red
Victoria Leonardo,830,Melissa Gatto,1000,2021-08-07,Blue,knockout,783,1249,Blue
Miles Johns,1378,Anderson Dos Santos,1383,2021-08-07,Red,knockout,1663,1300,Red
Manel Kape,1201,Ode Osbourne,1000,2021-08-07,Red,knockout,1389,971,Red
Alonzo Menifield,2123,Ed Herman,3189,2021-08-07,Red,unanimous,2225,3289,Red
Karolina Kowalkiewicz,2604,Jessica Penne,1492,2021-08-07,Blue,submission,2703,1595,Red
Bobby Green,3244,Rafael Fiziev,2256,2021-08-07,Blue,unanimous,3344,2358,Blue
Song Yadong,2592,Casey Kenney,2468,2021-08-07,Red,split,2693,2569,Blue
Tecia Torres,2580,Angela Hill,2392,2021-08-07,Red,unanimous,2681,2493,Red
Michael Chiesa,2686,Vicente Luque,2762,2021-08-07,Blue,submission,2786,2864,Red
Jose Aldo,3363,Pedro Munhoz,2813,2021-08-07,Red,unanimous,3464,2914,Blue
Derrick Lewis,3451,Ciryl Gane,2273,2021-08-07,Blue,knockout,3550,2376,Blue
Chris Gruetzemacher,1718,Rafa Garcia,1101,2021-07-31,Red,unanimous,1819,1194,Blue
Phil Rowe,1000,Orion Cosce,1000,2021-07-31,Red,knockout,1372,830,Blue
Ryan Benoit,2138,Zarrukh Adashev,967,2021-07-31,Blue,unanimous,2238,1269,Red
Jinh Yu Frey,1146,Ashley Yoder,1779,2021-07-31,Red,unanimous,1443,1879,Blue
Bryan Barberena,2859,Jason Witt,1290,2021-07-31,Blue,split,2959,1592,Red
Collin Anglin,1000,Melsik Baghdasaryan,1000,2021-07-31,Blue,knockout,830,1372,Blue
Niklas Stolze,1098,Jared Gooden,997,2021-07-31,Blue,knockout,851,1330,Red
Cheyanne Buys,950,Gloria de Paula,918,2021-07-31,Red,knockout,1297,773,Red
Uriah Hall,3050,Sean Strickland,2710,2021-07-31,Blue,unanimous,3150,2812,Blue
Punahele Soriano,1801,Brendan Allen,2450,2021-07-24,Blue,unanimous,1897,2551,Even
Diana Belbita,921,Hannah Goldy,950,2021-07-24,Red,unanimous,1131,888,Red
Sijara Eubanks,2101,Elise Reed,1000,2021-07-24,Red,knockout,2202,1100,Red
Julio Arce,1615,Andre Ewell,1921,2021-07-24,Red,knockout,1718,2020,Red
Mickey Gall,2232,Jordan Williams,950,2021-07-24,Red,submission,2333,1051,Blue
Nassourdine Imavov,1109,Ian Heinisch,2198,2021-07-24,Red,knockout,1571,2297,Blue
Adrian Yanez,1938,Randy Costa,1551,2021-07-24,Red,knockout,2074,1617,Red
Miranda Maverick,1941,Maycee Barber,2087,2021-07-24,Blue,split,1981,2188,Red
Darren Elkins,3347,Darrick Minner,1683,2021-07-24,Red,knockout,3448,1784,Blue
Kyler Phillips,1780,Raulian Paiva,1634,2021-07-24,Blue,split,1741,1736,Red
Cory Sandhagen,2816,TJ Dillashaw,2896,2021-07-24,Blue,split,2917,2997,Red
Daniel Rodriguez,2082,Preston Parsons,1000,2021-07-17,Red,knockout,2183,1100,Red
Alan Baudot,1087,Rodrigo Nascimento,1202,2021-07-17,Blue,knockout,1004,1426,Blue
Francisco Figueiredo,1261,Malcolm Gordon,919,2021-07-17,Blue,unanimous,1098,1196,Red
Khalid Taha,1590,Sergey Morozov,830,2021-07-17,Blue,unanimous,1690,1228,Red
Amanda Lemos,2005,Montserrat Conejo,1252,2021-07-17,Red,knockout,2106,1346,Red
Rodolfo Vieira,1597,Dustin Stoltzfus,993,2021-07-17,Red,submission,1709,1078,Red
Gabriel Benitez,2453,Billy Quarantillo,1754,2021-07-17,Blue,knockout,2552,1857,Red
Jeremy Stephens,3629,Mateusz Gamrot,1592,2021-07-17,Blue,submission,3728,2055,Blue
Marion Reneau,2285,Miesha Tate,1849,2021-07-17,Blue,knockout,2384,1952,Blue
Islam Makhachev,2564,Thiago Moises,1992,2021-07-17,Red,submission,2665,2093,Red
Jennifer Maia,1932,Jessica Eye,2533,2021-07-10,Red,unanimous,2034,2633,Red
Trevin Giles,2283,Dricus Du Plessis,1621,2021-07-10,Blue,knockout,2382,2252,Blue
Niko Price,2916,Michel Pereira,1795,2021-07-10,Blue,unanimous,3016,1897,Blue
Omari Akhmedov,3008,Brad Tavares,3151,2021-07-10,Blue,split,3109,3252,Blue
Zhalgas Zhumagulov,1069,Jerome Rivera,963,2021-07-10,Red,submission,1361,937,Red
Ryan Hall,2299,Ilia Topuria,1895,2021-07-10,Blue,knockout,2398,2326,Blue
Irene Aldana,2075,Yana Kunitskaya,1873,2021-07-10,Red,knockout,2176,1974,Blue
Carlos Condit,3179,Max Griffin,2486,2021-07-10,Blue,unanimous,3279,2588,Blue
Dustin Poirier,3873,Conor McGregor,3516,2021-07-10,Red,knockout,3974,3617,Red
Tai Tuivasa,2508,Greg Hardy,1757,2021-07-10,Red,knockout,2609,1858,Red
Gilbert Burns,2879,Stephen Thompson,2756,2021-07-10,Red,unanimous,2980,2857,Blue
Sean O'Malley,2682,Kris Moutinho,1000,2021-07-10,Red,knockout,2783,1101,Red
Warlley Alves,2981,Jeremiah Wells,1000,2021-06-26,Blue,knockout,3080,1643,Red
Yancy Medeiros,2698,Damir Hadzovic,2155,2021-06-26,Blue,unanimous,2798,2257,Blue
Charles Rosa,1949,Justin Jaynes,1631,2021-06-26,Red,split,2050,1704,Red
Julia Avila,1646,Julija Stoliarenko,1046,2021-06-26,Red,submission,1758,1136,Red
Marcin Prachnio,1197,Ike Villanueva,1218,2021-06-26,Red,knockout,1299,1127,Red
Shavkat Rakhmonov,1643,Michel Prazeres,2391,2021-06-26,Red,submission,2279,2490,Red
Kennedy Nzechukwu,1575,Danilo Marques,1851,2021-06-26,Red,knockout,1976,1652,Red
Renato Moicano,2680,Jai Herbert,1101,2021-06-26,Red,submission,2781,1202,Red
Tim Means,3424,Nicolas Dalby,1871,2021-06-26,Red,unanimous,3525,1972,Red
Raoni Barcelos,2073,Timur Valiev,830,2021-06-26,Blue,split,2173,1232,Red
Tanner Boser,1840,Ovince Saint Preux,4076,2021-06-26,Red,knockout,1943,4175,Red
Ciryl Gane,2171,Alexander Volkov,3103,2021-06-26,Red,unanimous,2273,3203,Red
Aleksa Camur,1222,Nicolae Negumereanu,1027,2021-06-19,Blue,split,1171,1355,Red
Casey O'Neill,1463,Lara Procopio,1348,2021-06-19,Red,submission,1748,1326,Blue
Joaquim Silva,2130,Ricky Glenn,1000,2021-06-19,Blue,knockout,2229,1642,Red
Josh Parisian,882,Roque Martinez,780,2021-06-19,Red,split,1091,809,Red
Khaos Williams,1614,Matthew Semelsberger,1775,2021-06-19,Red,unanimous,1859,1732,Red
Kanako Murata,1402,Virna Jandiroba,1411,2021-06-19,Blue,knockout,1239,1513,Blue
Aleksei Oleinik,3010,Serghei Spivac,2041,2021-06-19,Blue,unanimous,3110,2143,Blue
Matt Brown,2928,Dhiego Lima,1843,2021-06-19,Red,knockout,3029,1944,Blue
Wellington Turman,1498,Bruno Silva,1374,2021-06-19,Blue,knockout,1356,1476,Blue
Julian Erosa,1218,SeungWoo Choi,1376,2021-06-19,Blue,knockout,1318,1633,Blue
Marlon Vera,2797,Davey Grant,1576,2021-06-19,Red,unanimous,2898,1677,Red
Chan Sung Jung,2487,Dan Ige,2221,2021-06-19,Red,unanimous,2588,2322,Blue
Lauren Murphy,1852,Joanne Calderwood,2392,2021-06-12,Red,split,1954,2492,Blue
Carlos Felipe,1639,Jake Collier,1815,2021-06-12,Red,split,1887,1915,Red
Fares Ziam,1271,Luigi Vendramini,1612,2021-06-12,Red,split,1548,1537,Red
Chase Hooper,1713,Steven Peterson,1481,2021-06-12,Blue,unanimous,1655,1583,Blue
Matt Frevola,1739,Terrance McKinney,1000,2021-06-12,Blue,knockout,1483,1635,Red
Pannie Kianzad,1553,Alexis Davis,2406,2021-06-12,Red,unanimous,1655,2506,Red
Movsar Evloev,2137,Hakeem Dawodu,1798,2021-06-12,Red,unanimous,2238,1899,Red
Leon Edwards,2547,Nate Diaz,2774,2021-06-12,Red,unanimous,2649,2874,Red
Eryk Anders,2556,Darren Stewart,1911,2021-06-12,Red,unanimous,2657,2012,Red
Paul Craig,1945,Jamahal Hill,2224,2021-06-12,Red,knockout,2047,2024,Blue
Demian Maia,3667,Belal Muhammad,2572,2021-06-12,Blue,unanimous,3767,2674,Blue
Israel Adesanya,3162,Marvin Vettori,2163,2021-06-12,Red,unanimous,3263,2264,Red
Deiveson Figueiredo,2708,Brandon Moreno,2675,2021-06-12,Blue,submission,2808,2777,Red
Drew Dober,2542,Brad Riddell,1778,2021-06-12,Blue,unanimous,2642,2078,Red
Francisco Trinaldo,3530,Muslim Salikhov,2113,2021-06-05,Blue,unanimous,3630,2215,Blue
Claudio Puelles,1463,Jordan Leavitt,1643,2021-06-05,Red,unanimous,1712,1522,Blue
Sean Woodson,1010,Youssef Zalal,1329,2021-06-05,Red,split,1284,1429,Red
Manon Fiorot,1372,Tabatha Ricci,1000,2021-06-05,Red,knockout,1530,1044,Red
Makwan Amirkhani,2394,Kamuela Kirk,1000,2021-06-05,Blue,unanimous,2494,1402,Red
Tanner Boser,1739,Ilir Latifi,2344,2021-06-05,Blue,split,1840,2445,Red
Montana De La Rosa,2020,Ariane Lipski,1663,2021-06-05,Red,knockout,2121,1764,Red
Dusko Todorovic,1342,Gregory Rodrigues,1000,2021-06-05,Blue,unanimous,1267,1365,Red
Santiago Ponzinibbio,2440,Miguel Baeza,2203,2021-06-05,Red,unanimous,2541,2263,Blue
Roman Dolidze,1634,Laureano Staropoli,1827,2021-06-05,Red,unanimous,1886,1927,Red
Walt Harris,2182,Marcin Tybura,3028,2021-06-05,Blue,knockout,2283,3129,Blue
Jairzinho Rozenstruik,3005,Augusto Sakai,2684,2021-06-05,Red,knockout,3106,2785,Red
Ben Rothwell,2477,Chris Barnett,1000,2021-05-22,Red,submission,2578,1101,Red
Rafael Alves,1000,Damir Ismagulov,1578,2021-05-22,Blue,unanimous,1091,1686,Blue
David Dvorak,1653,Juancamilo Ronderos,1000,2021-05-22,Red,submission,1762,1089,Red
Josh Culibao,1000,Shayilan Nuerdanbieke,1000,2021-05-22,Red,unanimous,1252,950,Red
Bruno Silva,1273,Victor Rodriguez,830,2021-05-22,Red,knockout,1374,892,Red
Court McGee,3117,Claudio Silva,2449,2021-05-22,Red,unanimous,3218,2550,Blue
Rob Font,2610,Cody Garbrandt,2936,2021-05-22,Red,unanimous,2712,3036,Red
Jack Hermansson,2744,Edmen Shahbazyan,2571,2021-05-22,Red,unanimous,2845,2672,Red
Ricardo Ramos,1988,Bill Algeo,1437,2021-05-22,Red,unanimous,2089,1530,Blue
Felicia Spencer,1924,Norma Dumont,1479,2021-05-22,Blue,split,2024,1767,Red
Justin Tafa,1427,Jared Vanderaa,1099,2021-05-22,Blue,unanimous,1353,1461,Red
Yan Xiaonan,2152,Carla Esparza,2227,2021-05-22,Blue,knockout,2252,2329,Red
Lando Vannata,2018,Mike Grundy,1569,2021-05-15,Red,split,2119,1656,Blue
Christos Giagos,1868,Sean Soriano,925,2021-05-15,Red,submission,1969,1024,Red
Kevin Aguilar,1744,Tucker Lutz,1000,2021-05-15,Blue,unanimous,1844,1398,Blue
Gina Mazany,1433,Priscila Cachoeira,1377,2021-05-15,Blue,knockout,1533,1479,Red
Andrea Lee,2144,Antonina Shevchenko,1883,2021-05-15,Red,submission,2245,1984,Blue
Jordan Wright,1421,Jamie Pickett,950,2021-05-15,Red,knockout,1545,1017,Blue
Katlyn Chookagian,2434,Viviane Araujo,2305,2021-05-15,Red,unanimous,2535,2406,Red
Jacare Souza,3717,Andre Muniz,1875,2021-05-15,Blue,submission,3816,2338,Red
Charles Oliveira,3792,Michael Chandler,1643,2021-05-15,Red,knockout,3893,1744,Red
Matt Schnell,1986,Rogerio Bontorin,1523,2021-05-15,Blue,unanimous,2086,1625,Red
Tony Ferguson,3189,Beneil Dariush,3430,2021-05-15,Blue,unanimous,3290,3531,Blue
Shane Burgos,2100,Edson Barboza,3767,2021-05-15,Blue,knockout,2201,3868,Red
Phil Hawes,1345,Kyle Daukaus,1310,2021-05-08,Red,unanimous,1581,1321,Blue
Christian Aguilera,1417,Carlston Harris,1000,2021-05-08,Blue,submission,1186,1598,Blue
Junyong Park,1231,Tafon Nchukwi,1252,2021-05-08,Red,split,1439,1193,Blue
Ludovit Klein,1635,Michael Trizano,1335,2021-05-08,Blue,unanimous,1480,1607,Red
Diego Ferreira,2808,Gregor Gillespie,2354,2021-05-08,Blue,knockout,2907,2457,Blue
Maurice Greene,1899,Marcos Rogerio de Lima,2818,2021-05-08,Blue,unanimous,2000,2919,Blue
Neil Magny,3426,Geoff Neal,2747,2021-05-08,Red,unanimous,3527,2848,Blue
Donald Cerrone,5287,Alex Morono,2798,2021-05-08,Blue,knockout,5386,2901,Red
Marina Rodriguez,2274,Michelle Waterson,2503,2021-05-08,Red,unanimous,2376,2603,Red
Kai Kamaka,907,TJ Brown,916,2021-05-01,Blue,split,861,1115,Red
Luke Sanders,1911,Felipe Colares,1320,2021-05-01,Blue,unanimous,2011,1616,Red
Andreas Michailidis,830,KB Bhullar,1101,2021-05-01,Red,unanimous,1180,953,Red
Loma Lookboonmee,1571,Sam Hughes,1101,2021-05-01,Red,unanimous,1685,1183,Red
Poliana Botelho,1834,Luana Carolina,1121,2021-05-01,Blue,split,1934,1420,Red
Giga Chikadze,1878,Cub Swanson,3546,2021-05-01,Red,knockout,1981,3645,Red
Randa Markos,2514,Luana Pinheiro,1000,2021-05-01,Blue,dq,2614,1387,Blue
Merab Dvalishvili,1698,Cody Stamann,2320,2021-05-01,Red,unanimous,1800,2420,Red
Sean Strickland,2609,Krzysztof Jotko,2505,2021-05-01,Red,unanimous,2710,2606,Red
Dominick Reyes,2991,Jiri Prochazka,1643,2021-05-01,Blue,knockout,3090,2286,Red
Dwight Grant,1683,Stefan Sekulic,1098,2021-04-24,Red,split,1784,1189,Red
Aori Qileng,1000,Jeff Molina,1000,2021-04-24,Blue,unanimous,950,1252,Blue
Kazula Vargas,954,Rong Zhu,1000,2021-04-24,Red,unanimous,1169,931,Blue
Danaa Batgerel,1584,Kevin Natividad,962,2021-04-24,Red,knockout,1695,1048,Red
Pat Sabatini,1000,Tristan Connelly,1395,2021-04-24,Red,unanimous,1374,1223,Red
Karl Roberson,2191,Brendan Allen,2348,2021-04-24,Blue,submission,2291,2450,Blue
Na Liang,1000,Ariane Carnelossi,1095,2021-04-24,Blue,knockout,902,1395,Blue
Alex Oliveira,3619,Randy Brown,2199,2021-04-24,Blue,submission,3718,2302,Blue
Uriah Hall,2948,Chris Weidman,3070,2021-04-24,Red,knockout,3050,3170,Blue
Valentina Shevchenko,2831,Jessica Andrade,2869,2021-04-24,Red,knockout,2933,2969,Red
Zhang Weili,1402,Rose Namajunas,2586,2021-04-24,Blue,knockout,1502,2687,Red
Kamaru Usman,3181,Jorge Masvidal,3449,2021-04-24,Red,knockout,3283,3549,Red
Anthony Smith,2565,Jimmy Crute,2345,2021-04-24,Red,knockout,2666,2446,Blue
Jessica Penne,1391,Loopy Godinez,1000,2021-04-17,Red,split,1492,1072,Blue
Tony Gravely,1400,Anthony Birchak,1613,2021-04-17,Red,knockout,1781,1713,Red
Austin Hubbard,1577,Dakota Bush,1000,2021-04-17,Red,unanimous,1678,1091,Red
Bartosz Fabinski,1915,Gerald Meerschaert,2882,2021-04-17,Blue,submission,2016,2983,Red
Alexandr Romanov,2015,Juan Espino,1522,2021-04-17,Red,split,2127,1612,Red
Luis Pena,2231,Alexander Munoz,1000,2021-04-17,Red,split,2332,1101,Red
Tracy Cortez,1440,Justine Kish,1560,2021-04-17,Red,split,1675,1660,Red
Abdul Razak Alhassan,2037,Jacob Malkoun,830,2021-04-17,Blue,unanimous,2137,1232,Red
Andrei Arlovski,4104,Chase Sherman,1845,2021-04-17,Red,unanimous,4205,1946,Blue
Robert Whittaker,2815,Kelvin Gastelum,3560,2021-04-17,Red,unanimous,2917,3660,Red
John Makdessi,2715,Ignacio Bahamondes,1000,2021-04-10,Red,split,2816,1101,Blue
Impa Kasanganay,1034,Sasha Palatnikov,1372,2021-04-10,Red,submission,1452,999,Red
Da-Un Jung,1000,William Knight,1374,2021-04-10,Red,unanimous,1371,1205,Red
Luis Saldana,1000,Jordan Griffin,1281,2021-04-10,Red,unanimous,1352,1381,Red
Hunter Azure,1628,Jack Shore,1581,2021-04-10,Blue,split,1615,1796,Blue
Yorgan De Castro,1294,Jarjis Danho,1080,2021-04-10,Blue,knockout,1115,1600,Red
Scott Holtzman,2207,Mateusz Gamrot,950,2021-04-10,Blue,knockout,2306,1592,Blue
Mike Perry,3509,Daniel Rodriguez,1980,2021-04-10,Blue,unanimous,3609,2082,Blue
Nina Nunes,1000,Mackenzie Dern,2022,2021-04-10,Blue,submission,1099,2123,Red
Sam Alvey,3600,Julian Marquez,1671,2021-04-10,Blue,submission,3699,2134,Blue
Arnold Allen,2366,Sodiq Yusuff,2369,2021-04-10,Red,unanimous,2468,2469,Blue
Marvin Vettori,2061,Kevin Holland,2570,2021-04-10,Red,unanimous,2163,2670,Red
Jim Miller,4544,Joe Solecki,1831,2021-04-10,Blue,unanimous,4644,2133,Blue
Jamie Mullarkey,950,Khama Worthy,2001,2021-03-27,Red,knockout,1412,1741,Blue
Jared Gooden,1101,Abubakar Nurmagomedov,969,2021-03-27,Blue,unanimous,997,1275,Blue
Marc-Andre Barriault,1429,Abu Azaitar,1402,2021-03-27,Red,knockout,1531,1253,Red
Shane Young,1489,Omar Morales,1440,2021-03-27,Blue,unanimous,1589,1656,Blue
Modestas Bukauskas,1469,Michal Oleksiejczuk,2060,2021-03-27,Blue,split,1564,2161,Blue
Gillian Robertson,1942,Miranda Maverick,1675,2021-03-27,Blue,unanimous,2042,1941,Blue
Alonzo Menifield,2022,Fabio Cherant,1000,2021-03-27,Red,submission,2123,1099,Red
Sean O'Malley,2579,Thomas Almeida,2907,2021-03-27,Red,knockout,2682,3006,Red
Tyron Woodley,3329,Vicente Luque,2659,2021-03-27,Blue,submission,3428,2762,Blue
Stipe Miocic,3041,Francis Ngannou,2781,2021-03-27,Blue,knockout,3141,2883,Blue
Montel Jackson,2088,Jesse Strader,1000,2021-03-20,Red,knockout,2189,1100,Red
Trevin Giles,2182,Roman Dolidze,1538,2021-03-20,Red,unanimous,2283,1634,Red
Marion Reneau,2185,Macy Chiasson,1958,2021-03-20,Blue,unanimous,2285,2060,Blue
Bruno Silva,982,JP Buys,1000,2021-03-20,Red,knockout,1273,816,Blue
Leonardo Santos,2403,Grant Dawson,1990,2021-03-20,Blue,knockout,2502,2093,Blue
Derek Brunson,3164,Kevin Holland,2469,2021-03-20,Red,unanimous,3265,2570,Blue
Tai Tuivasa,2407,Harry Hunsucker,1000,2021-03-20,Red,knockout,2508,1101,Red
Cheyanne Buys,1000,Montserrat Conejo,1000,2021-03-20,Blue,unanimous,950,1252,Red
Song Kenan,1763,Max Griffin,2385,2021-03-20,Blue,knockout,1864,2486,Blue
Adrian Yanez,1372,Gustavo Lopez,1686,2021-03-20,Red,knockout,1938,1476,Red
Charles Jourdain,1839,Marcelo Rojo,1000,2021-03-13,Red,knockout,1943,1097,Red
Matthew Semelsberger,1252,Jason Witt,1471,2021-03-13,Red,knockout,1775,1290,Red
Gloria de Paula,1000,Jinh Yu Frey,923,2021-03-13,Blue,unanimous,918,1146,Red
Cortney Casey,2415,JJ Aldrich,2013,2021-03-13,Blue,split,2515,2115,Blue
Rani Yahya,2548,Ray Rodriguez,1101,2021-03-13,Red,submission,2649,1202,Red
Nasrat Haqparast,2255,Rafa Garcia,1000,2021-03-13,Red,unanimous,2356,1101,Red
Angela Hill,2291,Ashley Yoder,1678,2021-03-13,Red,unanimous,2392,1779,Red
Manel Kape,1101,Matheus Nicolau,2046,2021-03-13,Blue,split,1201,2147,Red
Jonathan Martinez,1895,Davey Grant,1473,2021-03-13,Blue,knockout,1994,1576,Red
Dan Ige,2120,Gavin Tucker,1842,2021-03-13,Red,knockout,2221,1943,Red
Misha Cirkunov,2547,Ryan Spann,2639,2021-03-13,Blue,knockout,2647,2741,Red
Rogerio Bontorin,1646,Kai Kara-France,1561,2021-03-06,Blue,knockout,1523,1663,Blue
Mario Bautista,1644,Trevin Jones,1372,2021-03-06,Blue,knockout,1446,1921,Red
Uros Medic,1000,Aalon Cruz,830,2021-03-06,Red,knockout,1249,783,Red
Livinha Souza,1722,Amanda Lemos,1725,2021-03-06,Blue,knockout,1822,2005,Blue
Sean Brady,1885,Jake Matthews,2983,2021-03-06,Red,submission,2347,3082,Red
Kennedy Nzechukwu,1448,Carlos Ulberg,1000,2021-03-06,Red,knockout,1575,1063,Blue
Tim Elliott,2471,Jordan Espinosa,1852,2021-03-06,Red,unanimous,2572,1953,Red
