red fighter,red fighter initial elo,blue fighter,blue fighter initial elo,date,winner,win_type,red fighter new elo,blue fighter new elo,favorite
Marcus LeVesseur,1261,Abel Trujillo,1000,2012-12-08,Blue,knockout,1066,1544,Red
Daron Cruickshank,1252,Henry Martinez,1282,2012-12-08,Red,knockout,1647,1187,Red
Yves Edwards,1719,Jeremy Stephens,1821,2012-12-08,Red,knockout,1821,1921,Blue
Raphael Assuncao,1578,Mike Easton,1775,2012-12-08,Red,unanimous,1831,1724,Blue
Mike Swick,1591,Matt Brown,1510,2012-12-08,Blue,knockout,1359,1612,Red
BJ Penn,1377,Rory MacDonald,1889,2012-12-08,Blue,unanimous,1478,1990,Blue
Mauricio Rua,1687,Alexander Gustafsson,1955,2012-12-08,Blue,unanimous,1788,2056,Blue
Benson Henderson,2244,Nate Diaz,1863,2012-12-08,Red,unanimous,2345,1964,Red
Matthew Riddle,1621,John Maguire,1636,2012-11-17,Red,unanimous,1723,1632,Red
Antonio Carvalho,1563,Rodrigo Damm,1372,2012-11-17,Red,split,1714,1398,Red
Cyrille Diabate,1285,Chad Griggs,1100,2012-11-17,Red,submission,1386,1062,Red
Ivan Menjivar,1726,Azamat Gashimov,1000,2012-11-17,Red,submission,1827,1093,Red
Steven Siler,1721,Darren Elkins,1532,2012-11-17,Blue,unanimous,1672,1634,Blue
Sam Stout,1696,John Makdessi,1402,2012-11-17,Blue,unanimous,1796,1504,Red
Georges St-Pierre,1662,Carlos Condit,1972,2012-11-17,Red,unanimous,1935,2072,Red
Patrick Cote,804,Alessio Sakara,1286,2012-11-17,Red,dq,1085,1207,Red
Mark Bocek,1673,Rafael Dos Anjos,1826,2012-11-17,Blue,unanimous,1774,1927,Blue
Francis Carmont,1786,Tom Lawlor,1515,2012-11-17,Red,split,1922,1616,Red
Johny Hendricks,2031,Martin Kampmann,1641,2012-11-17,Red,knockout,2132,1742,Red
Mark Hominick,1188,Pablo Garza,1298,2012-11-17,Blue,unanimous,1289,1399,Red
Alex Caceres,1187,Motonobu Tezuka,1000,2012-11-10,Red,split,1288,1024,Red
Riki Fukuda,1260,Tom DeBlass,1024,2012-11-10,Red,unanimous,1402,1063,Red
Yasuhiro Urushitani,1068,John Lineker,707,2012-11-10,Blue,unanimous,901,1076,Blue
Takeya Mizugaki,1384,Jeff Hougland,1305,2012-11-10,Red,unanimous,1485,1328,Red
Tiequan Zhang,1057,Jon Tuck,1000,2012-11-10,Blue,unanimous,1041,1276,Blue
Takanori Gomi,1479,Mac Danzig,1598,2012-11-10,Red,split,1581,1698,Blue
Dong Hyun Kim,1779,Paulo Thiago,978,2012-11-10,Red,unanimous,1880,1079,Red
Rich Franklin,1453,Cung Le,1080,2012-11-10,Blue,knockout,1230,1505,Red
Rony Jason,1252,Sam Sicilia,1372,2012-10-13,Red,knockout,1714,1112,Red
Cristiano Marcello,830,Reza Madadi,1372,2012-10-13,Red,split,1219,1185,Blue
Luiz Cane,1088,Chris Camozzi,1557,2012-10-13,Blue,unanimous,1176,1658,Red
Sergio Moraes,950,Renee Forte,1000,2012-10-13,Red,submission,1361,791,Red
Diego Brandao,1348,Joey Gambino,1085,2012-10-13,Red,unanimous,1485,1132,Red
Gleison Tibau,1776,Francisco Trinaldo,1372,2012-10-13,Red,unanimous,1877,1446,Red
Minotauro Nogueira,1367,Dave Herman,1350,2012-10-13,Red,unknown,1564,1355,Red
Demian Maia,1854,Rick Story,2120,2012-10-13,Red,submission,1956,2220,Red
Phil Davis,1882,Wagner Prado,1000,2012-10-13,Red,submission,1983,1098,Red
Jon Fitch,1481,Erick Silva,1664,2012-10-13,Red,unanimous,1731,1616,Blue
Glover Teixeira,1637,Fabio Maldonado,1400,2012-10-13,Red,knockout,1848,1427,Red
Anderson Silva,2071,Stephan Bonnar,1840,2012-10-13,Red,knockout,2172,1865,Red
Darren Uyenoyama,1230,Phil Harris,1000,2012-10-05,Red,submission,1445,987,Red
Bart Palaszewski,1335,Diego Nunes,1407,2012-10-05,Blue,unanimous,1356,1508,Blue
Jacob Volkmann,1975,Shane Roller,1388,2012-10-05,Red,submission,2076,1489,Red
Marcus LeVesseur,873,Carlo Prater,1401,2012-10-05,Red,split,1261,1310,Red
Aaron Simpson,1758,Mike Pierce,1924,2012-10-05,Blue,knockout,1859,2025,Blue
Michael Johnson,1578,Danny Castillo,1750,2012-10-05,Red,knockout,1680,1850,Red
John Dodson,1505,Jussier Formiga,1000,2012-10-05,Red,knockout,1625,1073,Red
Jake Ellenberger,2193,Jay Hieron,1000,2012-10-05,Red,unanimous,2294,1101,Red
Travis Browne,2126,Antonio Silva,1077,2012-10-05,Blue,knockout,2225,1719,Red
Josh Neer,1601,Justin Edwards,1167,2012-10-05,Blue,submission,1368,1602,Red
Che Mills,1469,Duane Ludwig,1406,2012-09-29,Red,knockout,1718,1506,Red
Jason Young,1182,Robert Peralta,1183,2012-09-29,Blue,knockout,1103,1554,Red
DaMarques Johnson,1490,Gunnar Nelson,1000,2012-09-29,Blue,submission,1589,1612,Blue
Tom Watson,1000,Brad Tavares,1641,2012-09-29,Blue,split,1094,1742,Blue
Andy Ogle,1000,Akira Corassani,1000,2012-09-29,Blue,split,950,1252,Red
Kyle Kingsbury,1883,Jimi Manuwa,1000,2012-09-29,Blue,knockout,1982,1639,Blue
John Hathaway,1536,John Maguire,1673,2012-09-29,Red,unanimous,1638,1636,Red
Paul Sass,2082,Matt Wiman,1831,2012-09-29,Blue,submission,1890,1933,Red
Brad Pickett,1248,Yves Jabouin,1672,2012-09-29,Red,knockout,1682,1771,Red
Dan Hardy,1159,Amir Sadollah,1567,2012-09-29,Red,unanimous,1261,1667,Red
Stefan Struve,1741,Stipe Miocic,1857,2012-09-29,Red,knockout,1843,1719,Blue
TJ Grant,1711,Evan Dunham,1510,2012-09-22,Red,unanimous,1812,1611,Blue
Kyle Noke,1690,Charlie Brenneman,1854,2012-09-22,Red,knockout,1792,1954,Blue
Mitch Gagnon,1044,Walel Watson,1214,2012-09-22,Red,submission,1539,1052,Blue
Seth Baczynski,1784,Simeon Thoresen,1372,2012-09-22,Red,knockout,1885,1427,Red
Jimy Hettes,1439,Marcus Brimage,1410,2012-09-22,Blue,unanimous,1431,1620,Red
Sean Pierson,1615,Lance Benoist,1437,2012-09-22,Red,unanimous,1716,1485,Blue
Jon Jones,2243,Vitor Belfort,1869,2012-09-22,Red,submission,2344,1932,Red
Igor Pokrajac,1708,Vinny Magalhaes,1000,2012-09-22,Blue,submission,1807,1634,Red
Cub Swanson,1739,Charles Oliveira,1769,2012-09-22,Red,knockout,2036,1869,Blue
Matt Hamill,1372,Roger Hollett,1000,2012-09-22,Red,unanimous,1473,1069,Red
Michael Bisping,1887,Brian Stann,1805,2012-09-22,Red,unanimous,1988,1906,Red
Joseph Benavidez,1597,Demetrious Johnson,1575,2012-09-22,Blue,split,1591,1677,Red
Dennis Bermudez,1220,Tommy Hayden,707,2012-08-11,Red,submission,1339,781,Red
Nik Lentz,1963,Eiji Mitsuoka,1046,2012-08-11,Red,knockout,2064,1144,Red
Ken Stone,1514,Erik Perez,1585,2012-08-11,Blue,knockout,1471,1902,Blue
Jared Hamman,1436,Michael Kuiper,1054,2012-08-11,Blue,knockout,1535,1643,Blue
Dustin Pague,1344,Chico Camus,1000,2012-08-11,Blue,unanimous,1268,1365,Red
Justin Lawrence,1372,Max Holloway,1249,2012-08-11,Blue,knockout,1110,1592,Blue
Benson Henderson,2143,Frankie Edgar,1743,2012-08-11,Red,split,2244,1844,Red
Donald Cerrone,2375,Melvin Guillard,2223,2012-08-11,Red,knockout,2477,2323,Red
Yushin Okami,1729,Buddy Roberts,1252,2012-08-11,Red,knockout,1830,1320,Red
Josh Grispi,690,Rani Yahya,1190,2012-08-04,Blue,submission,772,1310,Red
John Moraga,1000,Ulysses Gomez,1000,2012-08-04,Red,knockout,1372,830,Blue
Manvel Gamburyan,927,Michihiro Omigawa,1182,2012-08-04,Red,unanimous,1191,1282,Red
Philip De Fries,1204,Oli Thompson,830,2012-08-04,Red,submission,1343,875,Red
Cole Miller,1484,Nam Phan,1139,2012-08-04,Blue,split,1584,1241,Red
Mike Swick,1000,DaMarques Johnson,1391,2012-08-04,Red,knockout,1591,1490,Red
Joe Lauzon,2021,Jamie Varner,1636,2012-08-04,Red,submission,2122,1684,Red
Lyoto Machida,1375,Ryan Bader,1538,2012-08-04,Red,knockout,1477,1638,Red
Mauricio Rua,1586,Brandon Vera,1024,2012-08-04,Red,knockout,1687,1111,Red
Court McGee,1813,Nick Ring,1450,2012-07-21,Blue,unanimous,1913,1730,Red
Mitch Clarke,830,Anton Kuivanen,950,2012-07-21,Blue,split,831,1151,Blue
Antonio Carvalho,929,Daniel Pineda,1650,2012-07-21,Red,knockout,1563,1395,Blue
Anthony Perosh,1713,Ryan Jimmo,1000,2012-07-21,Blue,knockout,1458,1634,Blue
Bryan Caraway,1372,Mitch Gagnon,1000,2012-07-21,Red,submission,1530,1044,Red
Brian Ebersole,2153,James Head,1402,2012-07-21,Blue,split,2253,1701,Red
Hector Lombard,1000,Tim Boetsch,1744,2012-07-21,Blue,split,1097,1845,Red
Urijah Faber,1548,Renan Barao,1672,2012-07-21,Blue,unanimous,1583,1839,Blue
Cheick Kongo,1702,Shawn Jordan,1372,2012-07-21,Red,unanimous,1803,1434,Red
Rafael Dos Anjos,1725,Anthony Njokuani,1594,2012-07-11,Red,unanimous,1826,1695,Red
Raphael Assuncao,1150,Issei Tamura,1537,2012-07-11,Red,knockout,1578,1149,Red
Marcelo Guimaraes,1000,Dan Stittgen,830,2012-07-11,Red,split,1183,849,Red
Rafael Natal,1424,Andrew Craig,1392,2012-07-11,Blue,knockout,1327,1789,Blue
Chris Cariaso,1547,Josh Ferguson,830,2012-07-11,Red,unanimous,1648,926,Red
Damacio Page,782,Alex Caceres,1086,2012-07-11,Blue,submission,829,1187,Blue
TJ Dillashaw,1213,Vaughan Lee,1316,2012-07-11,Red,submission,1547,1184,Red
Karlos Vemola,1475,Francis Carmont,1536,2012-07-11,Blue,submission,1575,1786,Blue
Aaron Simpson,1657,Kenny Robertson,1064,2012-07-11,Red,unanimous,1758,1155,Red
James Te Huna,1681,Joey Beltran,1577,2012-07-11,Red,unanimous,1853,1678,Red
Mark Munoz,1992,Chris Weidman,1856,2012-07-11,Blue,knockout,2092,1958,Blue
Rafaello Oliveira,1102,Yoislandy Izquierdo,830,2012-07-07,Red,unanimous,1238,879,Blue
Ivan Menjivar,1794,Mike Easton,1505,2012-07-07,Blue,unanimous,1726,1775,Red
Costas Philippou,1830,Riki Fukuda,1163,2012-07-07,Red,unknown,1931,1260,Red
Gleison Tibau,1676,Khabib Nurmagomedov,1446,2012-07-07,Blue,unanimous,1776,1785,Red
Melvin Guillard,2122,Fabricio Camoes,1325,2012-07-07,Red,unanimous,2223,1424,Red
John Alessio,1090,Shane Roller,1287,2012-07-07,Blue,unanimous,1118,1388,Blue
Chad Mendes,1487,Cody McKenzie,1309,2012-07-07,Red,knockout,1684,1410,Red
Cung Le,864,Patrick Cote,780,2012-07-07,Red,unanimous,1080,804,Blue
Forrest Griffin,1249,Tito Ortiz,1254,2012-07-07,Red,unanimous,1452,1354,Red
Anderson Silva,1969,Chael Sonnen,1881,2012-07-07,Red,knockout,2071,1846,Red
Dong Hyun Kim,1679,Demian Maia,1752,2012-07-07,Blue,knockout,1779,1854,Red
Delson Heleno,1000,Francisco Trinaldo,1000,2012-06-23,Blue,knockout,830,1372,Red
Marcos Vinicius,1000,Wagner Campos,1000,2012-06-23,Red,knockout,1372,830,Red
Thiago Perpetuo,1000,Leonardo Mafra,1000,2012-06-23,Red,knockout,1372,830,Red
John Teixeira,1000,Hugo Viana,1000,2012-06-23,Blue,split,950,1252,Blue
Anistavio Medeiros,1000,Rodrigo Damm,1000,2012-06-23,Blue,submission,830,1372,Blue
Iuri Alcantara,1462,Hacran Dias,1000,2012-06-23,Blue,unanimous,1375,1382,Red
Fabricio Werdum,1382,Mike Russow,1964,2012-06-23,Red,knockout,2006,1715,Red
Godofredo Pepey,1000,Rony Jason,1000,2012-06-23,Blue,unanimous,950,1252,Blue
Cezar Ferreira,1000,Sergio Moraes,1000,2012-06-23,Red,unanimous,1252,950,Red
Wanderlei Silva,1382,Rich Franklin,1204,2012-06-23,Blue,unanimous,1335,1453,Blue
Rick Story,2019,Brock Jardine,1000,2012-06-22,Red,unanimous,2120,1100,Red
Ken Stone,1292,Dustin Pague,1364,2012-06-22,Red,split,1514,1344,Blue
Dan Miller,1729,Ricardo Funch,919,2012-06-22,Red,submission,1830,1017,Red
Matt Brown,1409,Luis Ramos,830,2012-06-22,Red,knockout,1510,912,Red
Nick Catone,1252,Chris Camozzi,1456,2012-06-22,Blue,knockout,1225,1557,Red
Steven Siler,1609,Joey Gambino,1000,2012-06-22,Red,submission,1721,1085,Blue
Ramsey Nijem,1176,CJ Keith,1000,2012-06-22,Red,knockout,1373,957,Red
Hatsu Hioki,1629,Ricardo Lamas,1530,2012-06-22,Blue,unanimous,1602,1759,Red
Ross Pearson,1360,Cub Swanson,1545,2012-06-22,Blue,knockout,1461,1739,Red
Brian Ebersole,2001,TJ Waldburger,1815,2012-06-22,Red,unanimous,2153,1916,Red
Sam Stout,1595,Spencer Fisher,987,2012-06-22,Red,unanimous,1696,1088,Red
Gray Maynard,1222,Clay Guida,2072,2012-06-22,Red,split,1523,2172,Red
Leonard Garcia,907,Matt Grice,830,2012-06-08,Blue,unanimous,886,1114,Red
Jake Hecht,1328,Sean Pierson,1447,2012-06-08,Blue,unanimous,1362,1615,Red
Henry Martinez,1087,Bernardo Magalhaes,950,2012-06-08,Red,split,1282,957,Red
Buddy Roberts,1000,Caio Magalhaes,1000,2012-06-08,Red,unanimous,1252,950,Red
Tim Means,1252,Justin Salas,1252,2012-06-08,Red,knockout,1624,1082,Red
Dustin Pague,830,Jared Papazian,1069,2012-06-08,Red,submission,1364,737,Blue
Seth Baczynski,1645,Lance Benoist,1393,2012-06-08,Red,split,1784,1437,Even
Mike Pierce,1823,Carlos Eduardo Rocha,1312,2012-06-08,Red,unanimous,1924,1403,Red
Eddie Wineland,1023,Scott Jorgensen,1491,2012-06-08,Red,knockout,1463,1253,Blue
Mike Pyle,1588,Josh Neer,1766,2012-06-08,Red,knockout,1690,1601,Red
Erick Silva,1217,Charlie Brenneman,1755,2012-06-08,Red,submission,1664,1854,Red
Demetrious Johnson,1461,Ian McCall,1000,2012-06-08,Red,unanimous,1575,1081,Red
Daron Cruickshank,1000,Chris Tickle,1000,2012-06-01,Red,unanimous,1252,950,Red
John Albert,1370,Erik Perez,1000,2012-06-01,Blue,submission,1148,1585,Red
Joe Proctor,1000,Jeremy Larsen,1000,2012-06-01,Red,knockout,1372,830,Red
Cristiano Marcello,1000,Sam Sicilia,1000,2012-06-01,Blue,knockout,830,1372,Blue
Myles Jury,1000,Chris Saunders,1000,2012-06-01,Red,submission,1372,830,Red
Jake Ellenberger,2094,Martin Kampmann,1538,2012-06-01,Blue,knockout,2193,1641,Red
Justin Lawrence,1000,John Cofer,1000,2012-06-01,Red,knockout,1372,830,Red
Jonathan Brookins,1655,Charles Oliveira,1667,2012-06-01,Blue,submission,1581,1769,Blue
Michael Chiesa,1000,Al Iaquinta,1000,2012-06-01,Red,submission,1372,830,Blue
Max Holloway,1094,Pat Schilling,830,2012-06-01,Red,unanimous,1249,877,Red
Edson Barboza,1758,Jamie Varner,1000,2012-05-26,Blue,knockout,1857,1636,Red
Mike Brown,1132,Daniel Pineda,1744,2012-05-26,Red,unanimous,1428,1650,Red
Kyle Kingsbury,1784,Glover Teixeira,1000,2012-05-26,Blue,submission,1883,1637,Blue
Jacob Volkmann,1875,Paul Sass,1727,2012-05-26,Blue,submission,1975,2082,Red
Dan Hardy,1057,Duane Ludwig,1306,2012-05-26,Red,knockout,1159,1406,Red
Jason Miller,1090,CB Dollaway,1133,2012-05-26,Blue,unanimous,1059,1322,Red
Diego Brandao,1372,Darren Elkins,1431,2012-05-26,Blue,unanimous,1348,1532,Red
Stefan Struve,1639,Lavar Johnson,1819,2012-05-26,Red,submission,1741,1653,Red
Stipe Miocic,1751,Shane del Rosario,1000,2012-05-26,Red,knockout,1857,1094,Red
Roy Nelson,1559,Dave Herman,1323,2012-05-26,Red,knockout,1660,1350,Red
Cain Velasquez,1535,Antonio Silva,1000,2012-05-26,Red,knockout,1652,1077,Red
Junior Dos Santos,1959,Frank Mir,1630,2012-05-26,Red,knockout,2060,1731,Red
Brad Tavares,1392,Dongi Yang,1570,2012-05-15,Red,unanimous,1641,1523,Red
Alex Soto,1068,Francisco Rivera,791,2012-05-15,Blue,unanimous,919,1142,Blue
Jeff Curran,1069,Johnny Eduardo,882,2012-05-15,Blue,unanimous,946,1207,Blue
Rafael Dos Anjos,1624,Kamal Shalorus,854,2012-05-15,Red,submission,1725,951,Red
TJ Grant,1610,Carlo Prater,1357,2012-05-15,Red,unanimous,1711,1401,Red
Cody McKenzie,1056,Marcus LeVesseur,1000,2012-05-15,Red,submission,1309,873,Blue
Amir Sadollah,1466,Jorge Lopez,929,2012-05-15,Red,split,1567,1017,Even
Jason MacDonald,1313,Tom Lawlor,1157,2012-05-15,Blue,knockout,1157,1515,Blue
Igor Pokrajac,1607,Fabio Maldonado,1333,2012-05-15,Red,unanimous,1708,1400,Blue
Yves Jabouin,1539,Jeff Hougland,1252,2012-05-15,Red,unanimous,1672,1305,Red
Donald Cerrone,2274,Jeremy Stephens,1720,2012-05-15,Red,unanimous,2375,1821,Red
Chan Sung Jung,1709,Dustin Poirier,1858,2012-05-15,Red,submission,2064,1958,Blue
Mike Massenzio,1184,Karlos Vemola,1203,2012-05-05,Blue,submission,1284,1475,Red
Roland Delorme,1372,Nick Denis,1249,2012-05-05,Red,submission,1652,1171,Blue
Dennis Bermudez,830,Pablo Garza,1390,2012-05-05,Red,unanimous,1220,1298,Red
Danny Castillo,1649,John Cholish,1372,2012-05-05,Red,unanimous,1750,1422,Blue
John Hathaway,1367,Pascal Krauss,1252,2012-05-05,Red,unanimous,1536,1251,Red
Louis Gaudinot,830,John Lineker,1000,2012-05-05,Red,submission,1325,707,Blue
Tony Ferguson,1845,Michael Johnson,1476,2012-05-05,Blue,unanimous,1766,1578,Red
John Dodson,1372,Tim Elliott,1000,2012-05-05,Red,unanimous,1505,1069,Red
Josh Koscheck,1840,Johny Hendricks,1930,2012-05-05,Blue,split,1941,2031,Blue
Nate Diaz,1760,Jim Miller,2236,2012-05-05,Red,submission,1863,2335,Blue
Pat Barry,1368,Lavar Johnson,1610,2012-05-05,Blue,knockout,1469,1819,Red
Rousimar Palhares,1785,Alan Belcher,1778,2012-05-05,Blue,knockout,1885,2064,Red
Travis Browne,2024,Chad Griggs,1000,2012-04-21,Red,submission,2126,1100,Red
Jon Jones,2142,Rashad Evans,2022,2012-04-21,Red,unanimous,2243,2056,Red
Marcus Brimage,1252,Maximo Blanco,1000,2012-04-21,Red,split,1410,1044,Blue
Keith Wisniewski,830,Chris Clements,1000,2012-04-21,Blue,split,849,1183,Blue
Mac Danzig,1406,Efrain Escudero,1374,2012-04-21,Red,unanimous,1598,1384,Red
Matt Brown,1307,Stephen Thompson,1372,2012-04-21,Red,unanimous,1409,1295,Blue
John Makdessi,1408,Anthony Njokuani,1386,2012-04-21,Blue,unanimous,1402,1594,Blue
Mark Bocek,1572,John Alessio,1000,2012-04-21,Red,unanimous,1673,1090,Red
Mark Hominick,1259,Eddie Yagin,950,2012-04-21,Blue,split,1188,1309,Red
Miguel Torres,1437,Michael McDonald,1597,2012-04-21,Blue,knockout,1435,1801,Even
Brendan Schaub,1844,Ben Rothwell,1244,2012-04-21,Blue,knockout,1943,1696,Red
Rory MacDonald,1673,Che Mills,1540,2012-04-21,Red,knockout,1889,1469,Red
Papy Abedi,1039,James Head,998,2012-04-14,Blue,submission,837,1402,Red
Jason Young,942,Eric Wisely,1081,2012-04-14,Red,unanimous,1182,974,Red
Simeon Thoresen,1000,Besam Yousef,1000,2012-04-14,Red,submission,1372,830,Red
Reza Madadi,1000,Yoislandy Izquierdo,1000,2012-04-14,Red,submission,1372,830,Red
Francis Carmont,1380,Magnus Cedenblad,1000,2012-04-14,Red,submission,1536,1046,Red
Cyrille Diabate,1184,Tom DeBlass,1000,2012-04-14,Red,split,1285,1024,Blue
Brad Pickett,998,Damacio Page,830,2012-04-14,Red,submission,1248,782,Red
DaMarques Johnson,1291,John Maguire,1337,2012-04-14,Blue,submission,1391,1673,Blue
Dennis Siver,1958,Diego Nunes,1311,2012-04-14,Red,unanimous,2059,1407,Blue
Paulo Thiago,1116,Siyar Bahadurzada,1000,2012-04-14,Blue,knockout,978,1459,Red
Brian Stann,1704,Alessio Sakara,1204,2012-04-14,Red,knockout,1805,1286,Red
Alexander Gustafsson,1854,Thiago Silva,1000,2012-04-14,Red,unanimous,1955,1099,Red
Kyle Noke,1590,Andrew Craig,1000,2012-03-02,Blue,unanimous,1690,1392,Red
Oli Thompson,1000,Shawn Jordan,1000,2012-03-02,Blue,knockout,830,1372,Blue
Mackens Semerzier,1372,Daniel Pineda,1372,2012-03-02,Blue,submission,1202,1744,Red
TJ Waldburger,1442,Jake Hecht,1634,2012-03-02,Red,submission,1815,1328,Red
Cole Miller,1554,Steven Siler,1252,2012-03-02,Blue,unanimous,1484,1609,Red
Anthony Perosh,1601,Nick Penner,1000,2012-03-02,Red,knockout,1713,1084,Blue
James Te Huna,1524,Aaron Rosa,1229,2012-03-02,Red,knockout,1681,1274,Red
Court McGee,1887,Costas Philippou,1554,2012-03-02,Blue,unknown,1813,1830,Red
Joseph Benavidez,1474,Yasuhiro Urushitani,1000,2012-03-02,Red,knockout,1597,1068,Red
Thiago Alves,1499,Martin Kampmann,1436,2012-03-02,Blue,submission,1599,1538,Red
Anthony Pettis,1487,Joe Lauzon,1922,2012-02-25,Red,knockout,1922,2021,Red
Tiequan Zhang,1247,Issei Tamura,1000,2012-02-25,Blue,knockout,1057,1537,Red
Takeya Mizugaki,1408,Chris Cariaso,1321,2012-02-25,Blue,unanimous,1384,1547,Red
Riki Fukuda,950,Steve Cantwell,859,2012-02-25,Red,unanimous,1163,885,Red
Norifumi Yamamoto,922,Vaughan Lee,1016,2012-02-25,Blue,submission,890,1316,Red
Takanori Gomi,1378,Eiji Mitsuoka,1000,2012-02-25,Red,knockout,1479,1046,Red
Frankie Edgar,1665,Benson Henderson,2019,2012-02-25,Blue,unanimous,1743,2143,Red
Hatsu Hioki,1355,Bart Palaszewski,1407,2012-02-25,Red,unanimous,1629,1335,Red
Yoshihiro Akiyama,989,Jake Shields,1443,2012-02-25,Blue,unanimous,1076,1558,Blue
Mark Hunt,1524,Cheick Kongo,1931,2012-02-25,Red,knockout,1955,1702,Blue
Rampage Jackson,1508,Ryan Bader,1436,2012-02-25,Blue,unknown,1608,1538,Red
Yushin Okami,1629,Tim Boetsch,1642,2012-02-25,Blue,knockout,1729,1744,Red
Ivan Menjivar,1624,John Albert,1372,2012-02-15,Red,submission,1794,1370,Red
Tim Means,1000,Bernardo Magalhaes,1000,2012-02-15,Red,unanimous,1252,950,Blue
Anton Kuivanen,1000,Justin Salas,1000,2012-02-15,Blue,unanimous,950,1252,Blue
Jonathan Brookins,1253,Vagner Rocha,1532,2012-02-15,Red,knockout,1655,1332,Red
TJ Dillashaw,830,Walel Watson,1301,2012-02-15,Red,unanimous,1213,1214,Red
Stipe Miocic,1371,Philip De Fries,1382,2012-02-15,Red,knockout,1751,1204,Red
Aaron Simpson,1557,Ronny Markes,1349,2012-02-15,Blue,split,1657,1681,Blue
Stefan Struve,1538,Dave Herman,1372,2012-02-15,Red,knockout,1639,1323,Blue
Diego Sanchez,1377,Jake Ellenberger,1993,2012-02-15,Blue,unanimous,1472,2094,Blue
Alex Caceres,1034,Edwin Figueroa,1232,2012-02-04,Blue,split,1086,1382,Blue
Dan Stittgen,1000,Stephen Thompson,1000,2012-02-04,Blue,knockout,830,1372,Blue
Rafael Natal,1291,Michael Kuiper,1000,2012-02-04,Red,unanimous,1424,1054,Red
Matthew Riddle,1520,Henry Martinez,1000,2012-02-04,Red,split,1621,1087,Red
Matt Brown,1206,Chris Cope,914,2012-02-04,Red,knockout,1307,958,Red
Nick Diaz,1383,Carlos Condit,1859,2012-02-04,Blue,unanimous,1466,1972,Red
Dustin Poirier,1752,Max Holloway,1000,2012-02-04,Red,submission,1858,1094,Red
Ed Herman,1978,Clifford Starks,1252,2012-02-04,Red,submission,2084,1345,Red
Renan Barao,1456,Scott Jorgensen,1505,2012-02-04,Red,unanimous,1672,1491,Red
Josh Koscheck,1606,Mike Pierce,1723,2012-02-04,Red,split,1840,1823,Red
Roy Nelson,1459,Fabricio Werdum,1000,2012-02-04,Blue,unanimous,1559,1382,Blue
Charles Oliveira,1566,Eric Wisely,1000,2012-01-28,Red,submission,1667,1081,Red
Chris Camozzi,1355,Dustin Jacoby,950,2012-01-28,Red,submission,1456,1003,Red
Joey Beltran,1478,Lavar Johnson,1000,2012-01-28,Blue,knockout,1577,1610,Red
Michael Johnson,1267,Shane Roller,1294,2012-01-28,Red,unanimous,1476,1287,Blue
Cub Swanson,1044,George Roop,1224,2012-01-28,Red,knockout,1545,1058,Blue
Evan Dunham,1407,Nik Lentz,1864,2012-01-28,Red,knockout,1510,1963,Red
Demian Maia,1651,Chris Weidman,1656,2012-01-28,Blue,unanimous,1752,1856,Blue
Chael Sonnen,1639,Michael Bisping,1787,2012-01-28,Red,unanimous,1881,1887,Red
Rashad Evans,1836,Phil Davis,1781,2012-01-28,Red,unanimous,2022,1882,Red
Mike Russow,1862,Jon Olav Einemo,830,2012-01-28,Red,unanimous,1964,930,Even
Joseph Sandoval,830,Nick Denis,1000,2012-01-20,Blue,knockout,783,1249,Blue
Kamal Shalorus,1098,Khabib Nurmagomedov,1000,2012-01-20,Blue,submission,854,1446,Blue
Daniel Pineda,1000,Pat Schilling,1000,2012-01-20,Red,submission,1372,830,Red
Fabricio Camoes,830,Tommy Hayden,1000,2012-01-20,Red,submission,1325,707,Red
Charlie Brenneman,1653,Daniel Roberts,1846,2012-01-20,Red,unanimous,1755,1946,Red
Jorge Rivera,1174,Eric Schafer,1035,2012-01-20,Red,knockout,1387,1024,Blue
Pat Barry,1266,Christian Morecraft,1377,2012-01-20,Red,knockout,1368,1241,Red
Mike Easton,1372,Jared Papazian,1000,2012-01-20,Red,split,1505,1069,Red
Duane Ludwig,1400,Josh Neer,1372,2012-01-20,Blue,submission,1306,1766,Blue
Melvin Guillard,2022,Jim Miller,2134,2012-01-20,Blue,submission,2122,2236,Blue
Felipe Arantes,950,Antonio Carvalho,1000,2012-01-14,Red,unanimous,1223,929,Blue
Ricardo Funch,830,Mike Pyle,1487,2012-01-14,Blue,knockout,919,1588,Blue
Iuri Alcantara,1252,Michihiro Omigawa,1154,2012-01-14,Red,unanimous,1462,1182,Red
Gabriel Gonzaga,926,Ednaldo Oliveira,1000,2012-01-14,Red,submission,1246,773,Red
Thiago Tavares,1345,Sam Stout,1668,2012-01-14,Red,unanimous,1620,1595,Red
Edson Barboza,1633,Terry Etim,1172,2012-01-14,Red,knockout,1758,1249,Red
Erick Silva,1372,Carlo Prater,1000,2012-01-14,Blue,dq,1217,1357,Red
Rousimar Palhares,1684,Mike Massenzio,1095,2012-01-14,Red,submission,1785,1184,Red
Vitor Belfort,1444,Anthony Johnson,1816,2012-01-14,Red,submission,1869,1593,Red
Jose Aldo,1643,Chad Mendes,1494,2012-01-14,Red,knockout,1852,1487,Red
Ross Pearson,1259,Junior Assuncao,1252,2011-12-30,Red,unanimous,1360,1206,Red
Jacob Volkmann,1774,Efrain Escudero,1284,2011-12-30,Red,unanimous,1875,1374,Red
